Column1,Column2,Column3,Column4,Column5,Column6,Column7
player_id,player_name,player_number,position,country,date_of_birth,height
p112991,Kenneth Omeruo,\N,Defender,Nigeria,1993-10-17,185
p112994,Rubén Sobrino,\N,Forward,Spain,1992-06-01,185
p1130,Gary Rowett,\N,Defender,England,1974-03-06,183
p113037,Cameron Humphreys-Grant,\N,Defender,England,1998-08-22,185
p1131,Titus Bramble,\N,Defender,England,1981-07-31,185
p1132,Jimmy Walker,\N,Goalkeeper,England,1973-07-09,180
p1133,Martin Grainger,\N,Defender,England,1972-08-23,180
p11334,Petr Cech,\N,Goalkeeper,Czech Republic,1982-05-20,196
p1135,Bryan Hughes,\N,Midfielder,England,1976-06-19,178
p11352,Bruno,\N,Defender,Spain,1980-10-01,181
p113534,Matt Macey,\N,Goalkeeper,England,1994-09-09,205
p113564,Sam Byram,3,Defender,England,1993-09-16,180
p1136,Neil Pointon,\N,Defender,England,1964-11-28,178
p113688,Oumar Niasse,\N,Forward,Senegal,1990-04-18,182
p113691,Mesca,\N,Midfielder,Guinea-Bissau,1993-05-06,175
p113693,Kurtis March,\N,Midfielder,Wales,1993-04-30,175
p113694,James Loveridge,\N,Forward,Wales,1994-05-16,188
p1137,Graham Hyde,\N,Midfielder,England,1970-11-10,170
p11378,Mike Williamson,\N,Defender,England,1983-11-08,191
p113789,Ben Barclay,\N,Defender,England,1996-10-07,\N
p1138,Adrian Viveash,\N,Defender,England,1969-09-30,188
p113950,Louis Harris,\N,Midfielder,England,1992-12-07,183
p113992,Josh Pritchard,\N,Midfielder,England,1992-09-23,175
p113993,Lasse Vigen,\N,Midfielder,Denmark,1994-08-15,180
p113994,Liam Marrs,\N,Defender,England,1992-11-26,175
p113999,Jordan Laidler,\N,Midfielder,England,1995-07-01,169
p114000,George Honeyman,\N,Midfielder,England,1994-09-08,173
p114004,Lewis King,\N,Goalkeeper,England,1993-05-08,193
p114041,Jack Price,\N,Midfielder,England,1992-12-19,191
p114042,Samir Carruthers,\N,Midfielder,Ireland,1993-04-04,173
p114054,Omar Bogle,\N,Forward,England,1992-07-26,187
p114090,Ben Heneghan,\N,Defender,England,1993-09-19,191
p114091,Stephen Arthurworrey,\N,Defender,England,1994-10-15,195
p114093,Matthew Pennington,\N,Defender,England,1994-10-06,185
p114094,Hallam Hope,\N,Forward,England,1994-03-17,179
p114100,George Green,\N,Midfielder,England,1996-01-02,183
p114128,Jonny,19,Defender,Spain,1994-03-03,175
p114241,Harry Toffolo,\N,Defender,England,1995-08-19,183
p114242,Jamar Loza,\N,Forward,Jamaica,1994-05-10,178
p114243,Jacob Murphy,23,Midfielder,England,1995-02-24,179
p114244,Reece Hall-Johnson,\N,Midfielder,England,1995-05-09,173
p114245,Josh Murphy,\N,Midfielder,England,1995-02-24,173
p114283,Jack Grealish,10,Midfielder,England,1995-09-10,175
p114305,Joel Dixon,\N,Goalkeeper,England,1993-12-09,193
p114311,Liam Agnew,\N,Midfielder,England,1995-04-11,178
p114312,Mikael Mandron,\N,Forward,France,1994-10-11,191
p114314,Nathan Thomas,\N,Midfielder,England,1994-09-27,178
p114315,Jonny Maddison,\N,Goalkeeper,England,1994-09-04,183
p114323,José Pozo,\N,Midfielder,Spain,1996-03-15,171
p1144,Richard Logan,\N,Forward,England,1982-01-04,183
p11450,Jermaine Johnson,\N,Midfielder,Jamaica,1980-06-25,178
p11451,Valerio Di Cesare,\N,Midfielder,Italy,1983-05-23,187
p114517,Andreas Cornelius,\N,Forward,Denmark,1993-03-16,193
p114536,Ryan Inniss,\N,Defender,England,1995-06-05,196
p11455,Stefan Moore,\N,Forward,England,1983-09-28,180
p11462,Lloyd Doyley,\N,Defender,Jamaica,1982-12-01,178
p114625,Osman Sow,\N,Forward,Sweden,1990-04-22,193
p11463,Andrew Welsh,\N,Midfielder,England,1983-11-24,173
p11467,Billy Jones,\N,Defender,England,1987-03-24,181
p1147,Mark Robins,\N,Forward,England,1969-12-22,173
p11485,Stathis Tavlaridis,\N,Defender,Greece,1980-01-25,186
p1149,Paul Furlong,\N,Forward,England,1968-10-01,183
p11500,Rohan Ricketts,\N,Midfielder,England,1982-12-22,178
p1152,Dele Adebola,\N,Forward,Nigeria,1975-06-23,191
p11529,Diomansy Kamara,\N,Forward,Senegal,1980-11-08,181
p11535,Michael Tonge,\N,Midfielder,England,1983-04-07,183
p115357,Mouez Hassen,\N,Goalkeeper,Tunisia,1995-03-05,186
p115380,Jordan Amavi,\N,Defender,France,1994-03-09,176
p115382,Neal Maupay,9,Forward,France,1996-08-14,173
p1154,Peter Ndlovu,\N,Forward,Zimbabwe,1973-02-25,173
p11554,Julian Speroni,\N,Goalkeeper,Argentina,1979-05-18,186
p115556,Ben Davies,33,Defender,Wales,1993-04-24,181
p115557,Gwion Edwards,\N,Midfielder,Wales,1993-03-01,175
p115559,Cameron Gayle,\N,Defender,England,1992-11-22,181
p115560,Michael Ihiekwe,\N,Defender,England,1992-11-20,185
p115567,Aaron McCarey,\N,Goalkeeper,Ireland,1992-01-14,185
p115596,Francisco Júnior,\N,Midfielder,Guinea-Bissau,1992-01-18,172
p1156,John McGreal,\N,Defender,England,1972-06-02,180
p11561,Georgios Charalambos Georgiadis,\N,Midfielder,Greece,1972-03-08,173
p11564,Vassilis Lakis,\N,Midfielder,Greece,1976-09-10,152
p1158,Simon Charlton,\N,Defender,England,1971-10-25,173
p115820,Harry Panayiotou,\N,Forward,St. Kitts & Nevis,1994-10-28,178
p115838,Josh Wakefield,\N,Midfielder,England,1993-11-06,180
p115854,Duncan Watmore,\N,Forward,England,1994-03-08,175
p115858,Rachid Ghezzal,\N,Midfielder,Algeria,1992-05-09,182
p115918,Rúnar Alex Rúnarsson,\N,Goalkeeper,Iceland,1995-02-18,186
p1160,Gary Croft,\N,Defender,England,1974-02-17,175
p11607,Caleb Folan,\N,Forward,Ireland,1982-10-26,188
p11609,Raúl Bravo,\N,Defender,Spain,1981-04-14,170
p1161,Ian Bennett,\N,Goalkeeper,England,1971-10-10,183
p116216,Leandro Trossard,11,Forward,Belgium,1994-12-04,171
p116221,Sebastian Usai,\N,Goalkeeper,Australia,1990-02-28,190
p11624,Filipe Oliveira,\N,Midfielder,Portugal,1984-05-27,182
p1164,Eddie Newton,\N,Midfielder,England,1971-12-13,180
p1165,Darren Purse,\N,Defender,England,1977-02-14,188
p116535,Alisson,1,Goalkeeper,Brazil,1992-10-02,191
p116543,Valentino Lazaro,\N,Midfielder,Austria,1996-03-24,180
p116594,N'Golo Kanté,7,Midfielder,France,1991-03-29,168
p11662,Ben Alnwick,\N,Goalkeeper,England,1987-01-01,188
p11664,Daniel Smith,\N,Defender,England,1986-10-05,178
p116643,Fabinho,3,Midfielder,Brazil,1993-10-23,188
p11667,Sam Russell,\N,Goalkeeper,England,1982-10-04,183
p1167,Gary Ablett,\N,Defender,England,1965-11-19,188
p11675,Sun Jihai,\N,Defender,China,1977-09-30,178
p1169,Michael Johnson,\N,Defender,Jamaica,1973-07-04,180
p1170,Nicky Weaver,\N,Goalkeeper,England,1979-03-02,193
p11716,Rhys Evans,\N,Goalkeeper,England,1982-01-27,185
p11717,Joe Keenan,\N,Midfielder,England,1982-10-14,173
p11718,Joel Kitamirike,\N,Defender,Uganda,1984-04-05,180
p1172,Lee Crooks,\N,Defender,England,1978-01-14,188
p11721,Ricardo Fuller,\N,Forward,Jamaica,1979-10-31,191
p117216,Jeffrey Monakana,\N,Midfielder,England,1993-11-05,177
p11735,Steve Sidwell,\N,Midfielder,England,1982-12-14,178
p1175,Darren Wassall,\N,Defender,England,1968-06-27,183
p11807,Mark Lynch,\N,Defender,England,1981-09-02,180
p118096,Daniel Taylor,\N,Forward,England,1993-03-17,183
p1181,Richard Edghill,\N,Defender,England,1974-09-23,175
p11811,Kevin Stuhr-Ellegaard,\N,Goalkeeper,Denmark,1983-05-23,196
p1182,Chris Holland,\N,Midfielder,England,1975-09-11,175
p11829,Wayne Routledge,\N,Midfielder,England,1985-01-07,170
p1183,Michael Ricketts,\N,Forward,England,1978-12-04,188
p118335,Baba Rahman,\N,Defender,Ghana,1994-07-02,180
p11839,Jérémie Aliadière,\N,Forward,France,1983-03-30,183
p1184,Gerard Wiekens,\N,Midfielder,Netherlands,1973-02-25,183
p11848,Dean Hammond,\N,Midfielder,England,1983-03-07,183
p1185,Andy Morrison,\N,Defender,Scotland,1970-07-30,183
p11854,Daryl Murphy,\N,Forward,Ireland,1983-03-15,191
p1187,Kevin Horlock,\N,Midfielder,Northern Ireland,1972-11-01,183
p118748,Mohamed Salah,11,Forward,Egypt,1992-06-15,175
p1188,Michael Brown,\N,Midfielder,England,1977-01-25,175
p11881,Paul Tierney,\N,Midfielder,England,1982-09-15,178
p11882,Daniel Nardiello,\N,Forward,Wales,1982-10-22,180
p11883,Alan Tate,\N,Defender,England,1982-09-02,185
p11888,Tobias Linderoth,\N,Midfielder,Sweden,1979-04-21,175
p118884,Erik Durm,\N,Defender,Germany,1992-05-12,183
p1189,Ian Bishop,\N,Midfielder,England,1965-05-29,175
p1190,Paul Dickov,\N,Forward,Scotland,1972-11-01,168
p1191,Shaun Goater,\N,Forward,Bermuda,1970-02-25,185
p11911,Gary Caldwell,\N,Defender,Scotland,1982-04-12,180
p11915,Jon Worsnop,\N,Goalkeeper,England,1983-01-13,183
p1192,Terry Cooke,\N,Midfielder,England,1976-08-05,170
p119214,Ryan Edwards,\N,Defender,England,1993-10-07,192
p11922,Agustin Delgado,\N,Forward,Ecuador,1974-12-23,191
p119230,Lee Angol,\N,Midfielder,England,1994-08-04,187
p11924,Luke Wilkshire,\N,Midfielder,Australia,1981-10-02,176
p11925,Christian Negouai,\N,Midfielder,France,1975-01-20,193
p1194,Daniel Allsopp,\N,Forward,Australia,1978-08-10,185
p11946,Lee Fowler,\N,,Wales,1983-06-10,170
p119471,Fabian Schär,5,Defender,Switzerland,1991-12-20,188
p11948,Andy Lonergan,31,Goalkeeper,England,1983-10-19,192
p11949,Gonzalo Sorondo,\N,Defender,Uruguay,1979-10-09,191
p1195,Andrew Johnson,\N,Forward,England,1981-02-10,175
p11951,Jay Tabb,\N,Midfielder,Ireland,1984-02-21,170
p11958,Andrea Dossena,\N,Defender,Italy,1981-09-11,181
p1196,Tommy Wright,\N,Forward,Scotland,1966-01-10,186
p1197,Gareth Taylor,\N,Forward,Wales,1973-02-25,188
p11974,Eldin Jakupovic,35,Goalkeeper,Switzerland,1984-10-02,191
p11975,Bruno Berner,\N,Defender,Switzerland,1977-11-21,188
p119765,Allan,6,Midfielder,Brazil,1991-01-08,173
p1198,Stan Lazaridis,\N,Midfielder,Australia,1972-08-16,175
p11980,Papa Bouba Diop,\N,Midfielder,Senegal,1978-01-28,193
p11987,Mladen Petric,\N,Forward,Croatia,1981-01-01,184
p1199,Jamie Pollock,\N,Midfielder,England,1974-02-16,178
p11991,Benjani,\N,Forward,Zimbabwe,1978-08-13,188
p1200,Jim Whitley,\N,Midfielder,Northern Ireland,1975-04-14,175
p12002,Stewart Downing,\N,Midfielder,England,1984-07-22,180
p12003,Craig Dove,\N,Midfielder,England,1983-08-16,173
p12004,Brian Close,\N,Defender,England,1982-01-27,178
p12005,Philip Gulliver,\N,Defender,England,1982-09-12,188
p1201,Jeff Whitley,\N,Midfielder,Northern Ireland,1979-01-28,175
p120159,Rohan Ince,\N,Defender,England,1992-11-08,191
p1202,Danny Tiatto,\N,Midfielder,Australia,1973-05-22,173
p12024,Graham Stack,\N,Goalkeeper,Ireland,1981-09-26,188
p120250,André Gomes,21,Midfielder,Portugal,1993-07-30,188
p12029,Stuart Green,\N,Midfielder,England,1981-06-15,178
p120385,Gregor Zabret,\N,Goalkeeper,Slovenia,1995-08-18,187
p1204,Tony Vaughan,\N,Defender,England,1975-10-11,185
p120447,Brad Smith,\N,Defender,Australia,1994-04-09,178
p120449,Todd Kane,\N,Defender,England,1993-09-17,180
p120450,George Saville,\N,Defender,Northern Ireland,1993-06-01,176
p120544,Tony Andreu,\N,Midfielder,France,1988-05-22,178
p1207,Graham Allen,\N,Defender,England,1977-04-08,185
p120721,Kevin Mbabu,\N,Defender,Switzerland,1995-04-19,184
p12074,Ben Muirhead,\N,Forward,England,1983-01-05,178
p12086,Boaz Myhill,\N,Goalkeeper,Wales,1982-11-09,191
p12088,John Keeley,\N,Goalkeeper,England,1961-07-27,185
p1209,Richard Jobson,\N,Defender,England,1963-05-09,185
p12092,Frazer Richardson,\N,Defender,England,1982-10-29,180
p120962,Frédéric Gounongbe,\N,Forward,Benin,1988-05-01,191
p12097,Richard Duffy,\N,Defender,Wales,1985-08-30,184
p1211,Mark Kennedy,\N,Midfielder,Ireland,1976-05-15,180
p12110,Neil Wood,\N,Forward,England,1983-04-01,178
p121145,João Cancelo,27,Defender,Portugal,1994-05-27,182
p121160,Ederson,31,Goalkeeper,Brazil,1993-08-17,188
p1212,Shaun Wright-Phillips,\N,Midfielder,England,1981-10-25,168
p121221,Ramiro Funes Mori,\N,Defender,Argentina,1991-03-05,186
p12141,Gary Teale,\N,Midfielder,Scotland,1978-07-21,176
p12142,Liam Miller,\N,Midfielder,Ireland,1981-02-13,170
p12144,Scott Bevan,\N,Goalkeeper,England,1979-09-19,196
p12150,Glenn Whelan,\N,Midfielder,Ireland,1984-01-13,180
p12153,Ian Henderson,\N,Forward,England,1985-01-24,175
p121570,Julian Jeanvier,23,Defender,Guinea,1992-03-31,185
p121599,Abdoulaye Doucouré,16,Midfielder,France,1993-01-01,184
p1216,Clint Hill,\N,Defender,England,1978-10-19,183
p1217,Alan Mahon,\N,Midfielder,Ireland,1978-04-04,170
p12172,Steven Laurie,\N,Defender,Australia,1982-10-30,\N
p12175,Daniel Webb,\N,Forward,England,1983-07-02,183
p1218,Andy Marshall,\N,Goalkeeper,England,1975-04-14,188
p1219,Daryl Sutch,\N,Defender,England,1971-09-11,183
p12191,Garry Thompson,\N,Forward,England,1959-10-07,185
p12207,Lars Jacobsen,\N,Defender,Denmark,1979-09-20,181
p122074,Marcus Bettinelli,13,Goalkeeper,England,1992-05-24,194
p1222,David Kelly,\N,Forward,Ireland,1965-11-25,180
p1223,Lee Marshall,\N,Midfielder,England,1979-01-21,183
p12231,Jonathan Stevenson,\N,Forward,England,1982-10-13,168
p122342,Emerson Hyndman,\N,Midfielder,United States,1996-04-09,170
p122399,Moussa Dembele,\N,Forward,France,1996-07-12,183
p1224,Scott Taylor,\N,Forward,England,1976-05-05,178
p12247,Cleveland Taylor,\N,,England,1983-09-09,180
p1225,Lee Jones,\N,Forward,Wales,1973-05-19,175
p12250,Lewis Blois,\N,Defender,England,1981-12-14,\N
p1226,Craig Fleming,\N,Defender,England,1971-10-06,183
p12269,Johan Cavalli,\N,Midfielder,France,1981-09-12,170
p1227,Matt Jackson,\N,Defender,England,1971-10-19,183
p12273,Diego Forlán,\N,Forward,Uruguay,1979-05-19,180
p122775,Morgan Sanson,8,Midfielder,France,1994-08-18,180
p122797,Callum Paterson,\N,Forward,Scotland,1994-10-13,183
p122798,Andrew Robertson,26,Defender,Scotland,1994-03-11,178
p122806,John McGinn,7,Midfielder,Scotland,1994-10-18,178
p12295,Valeri Emilov Bozhinov,\N,Forward,Bulgaria,1986-02-15,183
p12297,Robin van Persie,\N,Forward,Netherlands,1983-08-06,183
p12303,Didier Drogba,\N,Forward,Cote D`Ivoire,0000-00-00,\N
p12309,Darren Carter,\N,Midfielder,England,1983-12-18,188
p1231,Craig Bellamy,\N,Forward,Wales,1979-07-13,175
p123125,Viktor Fischer,\N,Forward,Denmark,1994-06-09,181
p12314,David Forde,\N,Goalkeeper,Ireland,1979-12-20,190
p123141,Michael Hoganson,\N,Defender,England,1993-12-03,180
p1232,Iwan Roberts,\N,Forward,Wales,1968-06-26,191
p1233,Nick Henry,\N,Midfielder,England,1969-02-21,168
p123354,Kortney Hause,30,Defender,England,1995-07-16,191
p1234,Phil Mulryne,\N,Midfielder,Northern Ireland,1978-01-01,175
p1235,Jason Koumas,\N,Midfielder,Wales,1979-09-25,178
p1236,John Filan,\N,,Australia,1970-02-08,188
p1237,Darren Eadie,\N,Midfielder,England,1975-06-10,170
p1238,Jeff Kenna,\N,Defender,Ireland,1970-08-27,180
p12390,Allan McGregor,\N,Goalkeeper,Scotland,1982-01-31,183
p12395,Valery Mezague,\N,Midfielder,Cameroon,0000-00-00,\N
p1240,Callum Davidson,\N,Defender,Scotland,1976-06-25,178
p124077,Ryan Watson,\N,Midfielder,England,1993-07-07,185
p1241,Darel Russell,\N,Midfielder,England,1980-10-22,178
p12411,Stacy Long,\N,Midfielder,England,1985-01-11,173
p124119,Conor McGrandles,\N,Midfielder,Scotland,1995-09-24,185
p124125,Tom Anderson,\N,Defender,England,1993-09-02,193
p12413,Robert Huth,\N,Defender,Germany,1984-08-18,191
p124165,Patrick Roberts,\N,Midfielder,England,1997-02-05,168
p124183,Hakim Ziyech,22,Midfielder,Morocco,1993-03-19,180
p1242,Jason McAteer,\N,Midfielder,Ireland,1971-06-18,178
p12421,Craig Pead,\N,Midfielder,England,1981-09-15,175
p12429,Anthony McNamee,\N,Midfielder,England,1984-07-13,168
p1243,Robert Green,\N,Goalkeeper,England,1980-01-18,187
p12433,Khalid Boulahrouz,\N,Defender,Netherlands,1981-12-28,183
p1244,Darren Peacock,\N,Defender,England,1968-02-03,188
p12442,Lewis Guy,\N,Forward,England,1985-08-22,178
p12443,Bradley Orr,\N,Defender,England,1982-11-01,186
p12445,Anwar Uddin,\N,Defender,Bangladesh,1981-11-01,188
p124496,Magnus Norman,\N,Goalkeeper,England,1997-01-19,192
p12450,Kolo Touré,\N,Defender,Cote D`Ivoire,0000-00-00,\N
p12455,Jonathan Douglas,\N,Midfielder,Ireland,1981-11-22,180
p124584,Curtis Good,\N,Defender,Australia,1993-03-23,187
p1246,Paul Dalglish,\N,Forward,Scotland,1977-02-18,178
p12460,Ryan Robinson,\N,Goalkeeper,England,1982-10-13,188
p124681,Aaron Lennox,\N,Goalkeeper,Australia,1993-02-19,191
p1247,Lee Carsley,\N,Midfielder,Ireland,1974-02-28,175
p1249,Garry Flitcroft,\N,Midfielder,England,1972-11-06,183
p12496,Víctor Valdés,\N,Goalkeeper,Spain,1982-01-14,183
p124989,Ben Nugent,\N,Defender,England,1992-11-29,186
p124993,Tommy O'Sullivan,\N,Midfielder,Wales,1995-01-18,176
p124994,Gethyn Hill,\N,Forward,Wales,1995-01-08,183
p12512,Borja Oubiña,\N,Midfielder,Spain,1982-05-17,179
p12517,Patrick Foletti,\N,Goalkeeper,Switzerland,1974-05-27,187
p1252,Ashley Ward,\N,Forward,England,1970-11-24,185
p12520,Shaun Cooper,\N,Midfielder,England,1983-10-05,178
p1254,Jason Wilcox,\N,Midfielder,England,1971-07-15,180
p125510,Ángelo Henríquez,\N,Forward,Chile,1994-04-13,177
p1256,Damien Duff,\N,Midfielder,Ireland,1979-03-02,178
p1258,Alan Kelly,\N,Goalkeeper,Ireland,1968-08-11,189
p1259,Nathan Blake,\N,Forward,Wales,1972-01-27,180
p1260,Matt Jansen,\N,Forward,England,1977-10-20,180
p126184,Nathan Aké,6,Defender,Netherlands,1995-02-18,180
p126186,Lewis Baker,\N,Midfielder,England,1995-04-25,182
p126187,Ruben Loftus-Cheek,15,Midfielder,England,1996-01-23,191
p126189,John Swift,\N,Midfielder,England,1995-06-23,182
p126190,Mitchell Beeney,\N,Goalkeeper,England,1995-10-03,182
p12627,Giovanny Espinoza,\N,Defender,Ecuador,1977-04-12,188
p1263,Marlon Broomes,\N,Defender,England,1977-11-28,183
p126407,Nabil Bentaleb,\N,Midfielder,Algeria,1994-11-24,187
p126468,Tokelo Rantie,\N,Forward,South Africa,1990-09-08,172
p1265,Billy McKinlay,\N,Midfielder,Scotland,1969-04-22,173
p12658,Tommy Wright,\N,Forward,England,1984-09-28,183
p1266,Keith Gillespie,\N,Midfielder,Northern Ireland,1975-02-18,178
p1267,Damien Johnson,\N,Midfielder,Northern Ireland,1978-11-18,175
p12674,Fitz Hall,\N,Defender,England,1980-12-20,193
p12679,Michael Dawson,\N,Defender,England,1983-11-18,188
p1269,Alan Fettis,\N,Goalkeeper,Northern Ireland,1971-02-01,185
p12699,Mauricio Solis,\N,Midfielder,Costa Rica,1972-12-13,178
p1270,Christian Dailly,\N,Defender,Scotland,1973-10-23,183
p12739,Paul Evans,\N,Goalkeeper,South Africa,1973-12-28,173
p1274,David Dunn,\N,Midfielder,England,1979-12-27,178
p12744,David Nugent,\N,Forward,England,1985-05-02,180
p12745,Leighton Baines,\N,Defender,England,1984-12-11,170
p12746,Richard Lee,\N,Goalkeeper,England,1982-10-05,183
p1275,Martin Taylor,\N,Defender,England,1979-11-09,193
p12751,Paul Parker,\N,Defender,England,1964-04-04,171
p127571,Bojan Radulovic Samoukovic,\N,Forward,Serbia,1999-12-29,191
p1276,Frank Talia,\N,Goalkeeper,Australia,1972-07-20,185
p12765,Jerome Thomas,\N,Midfielder,England,1983-03-23,178
p12767,Massimo Maccarone,\N,Forward,Italy,1979-09-06,180
p1277,Craig Short,\N,Defender,England,1968-06-25,191
p1278,Anthony Williams,\N,Goalkeeper,Wales,1977-09-20,185
p12780,Tyrone Mears,\N,Defender,Jamaica,1983-02-18,181
p12781,Lars Hirschfeld,\N,Goalkeeper,Canada,1978-10-17,190
p12799,Carlton Cole,\N,Forward,England,1983-10-12,191
p1280,Simon Grayson,\N,Defender,England,1969-12-16,183
p12801,Junior Agogo,\N,Forward,Ghana,1979-08-01,178
p1281,Darren Kenton,\N,Defender,England,1978-09-13,178
p12813,Jonathan Walters,\N,Forward,Ireland,1983-09-20,183
p128198,Sofiane Boufal,\N,Midfielder,Morocco,1993-09-17,170
p12828,Mark de Vries,\N,Forward,Suriname,1975-08-24,191
p128295,Christian Nørgaard,6,Midfielder,Denmark,1994-03-10,187
p12830,Tom Williamson,\N,Midfielder,England,1984-12-24,175
p128301,Archange Nkumu,\N,Defender,England,1993-11-05,175
p128348,Ibrahim Amadou,\N,Midfielder,France,1993-04-06,183
p128389,Aleksandar Mitrovic,\N,Forward,Serbia,1994-09-16,189
p1284,Gareth Hall,\N,Defender,Wales,1969-03-20,173
p12843,Jelle Van Damme,\N,Midfielder,Belgium,1983-10-10,191
p12844,Sébastien Puygrenier,\N,Defender,France,1982-01-28,187
p12845,Alaeddine Yahia,\N,Defender,Tunisia,1981-08-26,185
p1285,Malky MacKay,\N,Defender,Scotland,1972-02-19,185
p12852,Radhi Jaidi,\N,Defender,Tunisia,1975-08-30,188
p1286,Mike Milligan,\N,Midfielder,England,1967-02-20,173
p12863,Mbulelo Mabizela,\N,Midfielder,South Africa,1980-09-16,178
p12864,Aaron Mokoena,\N,Midfielder,South Africa,1980-11-25,183
p12875,DaMarcus Beasley,\N,Forward,United States,1982-05-24,173
p12877,Cobi Jones,\N,Midfielder,United States,1970-06-16,170
p12882,Park Ji-Sung,\N,Midfielder,South Korea,1981-02-25,175
p1289,Gareth Davies,\N,Defender,Wales,1973-12-11,185
p12891,Lee Young-Pyo,\N,Defender,South Korea,1977-04-23,176
p12899,Kléberson,\N,Midfielder,Brazil,1979-06-19,175
p1290,Keith Branagan,\N,Goalkeeper,Ireland,1966-07-10,183
p129020,Caolan Lavery,\N,Forward,Northern Ireland,1992-10-22,180
p129024,Jake Sinclair,\N,Forward,England,1994-11-29,170
p129028,Matthias Fanimo,\N,Midfielder,England,1994-01-28,173
p1291,Neil Cox,\N,Defender,England,1971-10-08,183
